source,split,label,relative_path,filename,base_id,sha256
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_179175_P2_L0.png,H0_179175_P2_L0.png,H0_179175,39779ba4673625d42d6f798f27da5df0bc4f7ec618b322724d3e772e2ecb0756
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_179827_P3_L0.png,H0_179827_P3_L0.png,H0_179827,1a97f1c414cbc1cf2e9afc3dd7e09180c7a561b62d86389f6988dbbe696237b8
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_180135_P1_L0.png,H0_180135_P1_L0.png,H0_180135,e3c0efd668de4f259fca3f336c1e5fd5b6441db6622fae84e90c9c0b9e4471b3
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_180156_P1_L1.png,H0_180156_P1_L1.png,H0_180156,3925da0f86d04d6fae76568fb0492b3b2638641afe98c8f89615fa370f9c2dc2
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_180931_P1_L0.png,H0_180931_P1_L0.png,H0_180931,9e02bce3574ab210a800d732cf2cd0bdde2c892f8390c6abf45a95c60f518808
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_181003_P1_L0.png,H0_181003_P1_L0.png,H0_181003,42cbe16e4291c8676b5a85ea32bc594c7c913b0a92c8fe0c1a461c9c9031a095
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_183499_P5_L0.png,H0_183499_P5_L0.png,H0_183499,8d73ca38a23e50b4ec29b0bd4dde58901d78fef70f45282424086ee18fc6d275
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_183931_P3_L0.png,H0_183931_P3_L0.png,H0_183931,044bf833f027aea73321911c9fa2172427418afd1d8ad49e6483e9f78fa79392
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_187776_P1_L0.png,H0_187776_P1_L0.png,H0_187776,6496ac6e793d0611dc8f3d7d732ccc4950c3ca7d8fd5ca2720d437d7ad3b59d0
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_189474_P4_L0.png,H0_189474_P4_L0.png,H0_189474,44cef291b7a638d97e72307ff2228539ba436414677baa057f3f0d8aa409f9b9
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_190748_P3_L0.png,H0_190748_P3_L0.png,H0_190748,e9b080d52a7cfff0f2e10a4549bb956286aa5f31b06dbc37c34018646b2a3478
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_193370_P1_L0.png,H0_193370_P1_L0.png,H0_193370,ea675c43b5f22be435c0fc7f06d6918aa8ec83d008fac966ac4425459a18eec5
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_195159_P12_L0.png,H0_195159_P12_L0.png,H0_195159,bf5b11c3182900c6664213bc588a6e071fc7a9e4ea40053d87a9e94d42cc3d7c
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_195486_P1_L0.png,H0_195486_P1_L0.png,H0_195486,cc68012eacdb39944263aec78aec2d766aba7dce22bfd7ca8dd87cedd6835f61
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_195762_P5_L0.png,H0_195762_P5_L0.png,H0_195762,9f0ab0396a9e862cd3ca439385ab68e4dd8d6216613ecc892ecb5bf58be0757d
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197082_P5_L0.png,H0_197082_P5_L0.png,H0_197082,a45fe44116e890d7cf96035267e606149c839a1119fd68cad28f575779cccc89
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197102_P2_L1.png,H0_197102_P2_L1.png,H0_197102,dbcf8a2af17eb2bdaa63daebb21a9ae618ae506b7233e0ea01079cf9343bc1f8
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197152_P4_L0.png,H0_197152_P4_L0.png,H0_197152,691652814442a0bb21b4c720816a6961f91d4b560011e93a410ca1c606544f2d
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197236_P10_L0.png,H0_197236_P10_L0.png,H0_197236,955af821e041a77bc120cf5d5e3b184d2dfe450d533ad1ac1deb6ce067fe7abb
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197280_P5_L0.png,H0_197280_P5_L0.png,H0_197280,2f5592edb54312164d5ef4baad1d2d84690e203afa3ceaded84ba8079721293d
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197304_P2_L0.png,H0_197304_P2_L0.png,H0_197304,90203dc25eeb9deaad13011257fee615eddac44a508b4e37b953f5b02419cf84
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197317_P2_L0.png,H0_197317_P2_L0.png,H0_197317,08d588c9362ab3f6fb2c75ea03af0562bcc7425716225e308fe35d0d80169f7a
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197341_P3_L0.png,H0_197341_P3_L0.png,H0_197341,ce7e610ddc7373ba53a969217b6301480f3ee37c69d71cbb1c61c47fc3b2c8c0
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197451_P12_L1.png,H0_197451_P12_L1.png,H0_197451,c9bfc3a9c21c3254ccf3a3949beb6322cac5939c63a76cb51e7291e0ba3ed341
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197504_P4_L0.png,H0_197504_P4_L0.png,H0_197504,6d5044009e46400218a9ff37f9d5a26a22c1b27a5dc2f0b2de810244cb891b65
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197730_P2_L1.png,H0_197730_P2_L1.png,H0_197730,4865363c2a5222e7c8438acbc205c571c5f9bb52ac82da5b16ec0243bcc70bb2
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197735_P1_L0.png,H0_197735_P1_L0.png,H0_197735,acbe5f82db569607ae79c16849cdcb795dfe537d137c33fd1cf81ad7e8d5948a
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197743_P2_L0.png,H0_197743_P2_L0.png,H0_197743,ffb0ff06e96f80f0f2872de57596b1d2b038a21113dbb3c8c7348fc20992a26a
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197763_P2_L0.png,H0_197763_P2_L0.png,H0_197763,d155a06e53c294bc02c6843a422692785b1014f70fb8f4cf756c852b6b0610b5
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197897_P3_L0.png,H0_197897_P3_L0.png,H0_197897,8f778e539f358c92648c5efda13cbdd94e72abd2c7399ccd64b4c0b8c514806b
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_197958_P3_L0.png,H0_197958_P3_L0.png,H0_197958,f27faa14e5f448a83aeafb6680cdcc5986689f4550a9d2bd1f2587a3a0d2767c
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198022_P2_L0.png,H0_198022_P2_L0.png,H0_198022,8dc2758a1bede7e9be02ca1eb9fa65a9e72ae5d3fb15df13d0d772df8aacb1f9
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198080_P2_L0.png,H0_198080_P2_L0.png,H0_198080,a5a00ddf2e4342df2e6f0a0f334b50eecd254c0001b586710862d472be6087ce
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198134_P1_L1.png,H0_198134_P1_L1.png,H0_198134,ebc0075bd9f85aeffaf402c1faf6ea3646d7e79c299bf7f53dd66ee344621db5
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198222_P4_L0.png,H0_198222_P4_L0.png,H0_198222,6e643f5169942d2ca97ebb0d2e1a8cb395fbba7550d44452b6423c89793fdaed
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198361_P5_L0.png,H0_198361_P5_L0.png,H0_198361,3fca4b8ef1495b874cec1604c84d8e6efa5bdfe5656174eca295a3674700d780
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198744_P1_L0.png,H0_198744_P1_L0.png,H0_198744,15d2b7faad09108bf9e1722c3ae29424e9f95c2b9dee131a2d69d51f7f83d937
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198843_P2_L0.png,H0_198843_P2_L0.png,H0_198843,ca2e0b2d361057d217801c30834f4194e0ec545867c939e2c6326c576d327893
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198929_P4_L0.png,H0_198929_P4_L0.png,H0_198929,79cc36302e4045ede0ad882cfd9c0493fcf744793cfa3dec6fc5be84e6d96b5d
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_198957_P2_L0.png,H0_198957_P2_L0.png,H0_198957,db806caea45709fa462997c1f4bcb917a4e75b0c2f3b6170bafdab1d7e14f9fc
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199073_P1_L1.png,H0_199073_P1_L1.png,H0_199073,74c1732bc59e85f1ce946ae9f4f64bbcf8603a34094722c9694e13c955bf8e86
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199135_P3_L0.png,H0_199135_P3_L0.png,H0_199135,bf6b5083747b2bbd05ff41806d3e9234e59a70633e55f941d2289e70e3e820b9
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199235_P2_L0.png,H0_199235_P2_L0.png,H0_199235,dde2d693d52d51756ce67abf7776e87b5238f19c1c2b95bf59dba7f561aa30f1
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199245_P1_L0.png,H0_199245_P1_L0.png,H0_199245,3fcc065e4d87b51480f39fd8ea55de8b69b8319461e39bf812370ab953cf0adc
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199300_P4_L0.png,H0_199300_P4_L0.png,H0_199300,906f498d554a5636f60cd8c25ea679892b369b9d08265af0fdbfe22585fa4fca
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199306_P1_L0.png,H0_199306_P1_L0.png,H0_199306,b10a1ed71a49744f47eb8c04149ac2c4dc6cb42772dba9a8e44677d3c1f07d4c
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199380_P5_L0.png,H0_199380_P5_L0.png,H0_199380,f51fe4b1a3f68fb750ec109522091723a9bdb8bcc06c3f3b3a17d99637199875
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199462_P7_L1.png,H0_199462_P7_L1.png,H0_199462,9522933b6f4494c24a4e9ddcfe5e99f92bdedb3c201387d8a64da3cd31ab5ee7
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199633_P2_L1.png,H0_199633_P2_L1.png,H0_199633,1b47942db65542d12dc97644cc25a5769a36176a0f2ab3a73227930594d6a377
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199674_P2_L0.png,H0_199674_P2_L0.png,H0_199674,870bb639d264d9714ee1f0cdf45df41bbac4d4d3b1f5a429567a11590b7a2c8f
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199711_P2_L0.png,H0_199711_P2_L0.png,H0_199711,b55a91a8f0b9acf079b70e957359a76165a70e697c44e15456b555ab82826736
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_199869_P1_L0.png,H0_199869_P1_L0.png,H0_199869,fbe15dc1c1666c8f82120a7bf000d147b64427ed5126157758f923b0f3cab953
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_200998_P1_L0.png,H0_200998_P1_L0.png,H0_200998,98b0d1d347495af6f45f4d466937dfa7047426bb3f8abed2ed8e88a22814261c
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_201060_P1_L0.png,H0_201060_P1_L0.png,H0_201060,1ee5cd7073a37429e71e8b1d3ab3672f27456b525262a470ee10b6c7033f13e8
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_20496_P2_L0.png,H0_20496_P2_L0.png,H0_20496,d794b3f5cbe5c682adca86f4b89be6d8620f0f546e55b61e88b49061e2704420
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_205765_P5_L2.png,H0_205765_P5_L2.png,H0_205765,55429713d44b99a16b77cd6a0160cb2c8d68ec5b78c3515ccfe483b0c7b493c2
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_205817_P19_L0.png,H0_205817_P19_L0.png,H0_205817,49b6ebfaf4c3327c18b9a8f5072ab2f619550630b8798d84a04cc5d18ca7eba7
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_205817_P19_L1.png,H0_205817_P19_L1.png,H0_205817,24c8b2440959ef8b595a4c0a604147dffa0a0d7f2ec7b8cc57d3b805b71e6cbc
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_206236_P10_L2.png,H0_206236_P10_L2.png,H0_206236,21181600b62a1ed3cff1e969c175ebaa6f8b4ae427a06029e92de9779c8c66c1
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_214404_P2_L0.png,H0_214404_P2_L0.png,H0_214404,1b38243ba7e6c0d1a5880b267d44c1e3402cfc3067c0a57c75e3353dd1021eb7
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_222860_P2_L0.png,H0_222860_P2_L0.png,H0_222860,7d7282bbf52684a78c571c19262dda79e22ca49ec210b8679ffb3013e0103460
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_226984_P1_L0.png,H0_226984_P1_L0.png,H0_226984,dac5b5c2d78061a6f479c353159e715b07477942f19bdfc297ded7598a2413ab
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_227085_P1_L0.png,H0_227085_P1_L0.png,H0_227085,3c039f828af480e1be4aecfae176a90fb6178d8e884679dd8272a625f6a163cb
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_227358_P1_L0.png,H0_227358_P1_L0.png,H0_227358,8613eccec3d6a20d9c7a6c104baedd4eba2ed3e224b02db661a16c20952b36d4
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_23704_P2_L0.png,H0_23704_P2_L0.png,H0_23704,2ee89d7c41618257295b33c47cac2179a313a7bb3bb75057c16bd713bd2a48f3
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_29220_P1_L0.png,H0_29220_P1_L0.png,H0_29220,c73b2b802f5f895be0240f9777038dd265dd7f5a8c11b6f6246268cdecc65f60
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_49817_P2_L0.png,H0_49817_P2_L0.png,H0_49817,e993f2092cd605626e0bb82c622ec552313d4b8785616e6e3f675fe062d6464b
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_70543_P2_L0.png,H0_70543_P2_L0.png,H0_70543,b24b09975e897f835ee2ed224f13988ed0cf31c7c2e6f1497e5245e6ec0b2726
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_70739_P3_L3.png,H0_70739_P3_L3.png,H0_70739,66274618a7e6c3f96b092a03ef250e0cba5387f47416207691785d2012fa8dfb
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_87615_P2_L1.png,H0_87615_P2_L1.png,H0_87615,e0001018e49c784dfa8b380d920ff6f8deb3b109657f5f0101e3262c17090158
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_90394_P1_L1.png,H0_90394_P1_L1.png,H0_90394,79b7486abb7ac30fa457b3d64523f2bc8ff0fc9108b293d8866ce7ee102b30c0
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H0_97902_P4_L0.png,H0_97902_P4_L0.png,H0_97902,e4f04d7c5f8c3a7ef2bd67e1680d3af00994046c7c1db77e31615ae15eda9ac4
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_200536_P1_L0.png,H1_200536_P1_L0.png,H1_200536,7919932226b14a8206095301e6c6cbfd88b7b555e0f7b1828bc0e12f4fe327a0
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_200859_P6_L0.png,H1_200859_P6_L0.png,H1_200859,f0633ad578b0b214dbe6078cd45316cdaea7bdbcb3668ee1c16d50743e85c83e
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_200859_P7_L0.png,H1_200859_P7_L0.png,H1_200859,124f192aeab24dd3a71eab39f0109b6ed44de380160db5af174d4038a7892d88
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_201466_P1_L0.png,H1_201466_P1_L0.png,H1_201466,3d02226482ecd5ef838c0eab02c3cca5295c7c54944a3e006bfa48a437e36285
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_202594_P3_L0.png,H1_202594_P3_L0.png,H1_202594,2afcc8bca271e9e90d84893cb0a5565778c52c44323577b01bbc502d9a46ba49
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_203540_P1_L0.png,H1_203540_P1_L0.png,H1_203540,bbbc54182f14843e5e486a05ebd4d86e5f2c750ef1feb0a3d755e34455f34b03
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_203707_P8_L0.png,H1_203707_P8_L0.png,H1_203707,b5007e7cda85aaa7c2d9d1357febfe2f9a94dfce723cf569aea6b432f0fb7ea0
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_203735_P1_L0.png,H1_203735_P1_L0.png,H1_203735,a7a90ca20398cadf92e3b05a0d0751e30cfbbb99fb305bfc7663789f2d873b32
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_204282_P1_L0.png,H1_204282_P1_L0.png,H1_204282,ba1a3e42bcf7d605d72b60ab4c3cb8d4ec941ffd4bd86155eaa403e1b75e4ec7
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_204291_P4_L0.png,H1_204291_P4_L0.png,H1_204291,73b84fef2b7c4be5075d66648193132183737867d56efdaf426f721f62a8f03f
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_205138_P1_L0.png,H1_205138_P1_L0.png,H1_205138,8e908b05c9b047943271fac2aca89a526932697625a8fa39c6af96d040828cba
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_205257_P7_L0.png,H1_205257_P7_L0.png,H1_205257,e1fdc5c60bb9ceb970da64f6b8802ba085866976b98ae97d1ed67fa8562b2454
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_205331_P7_L0.png,H1_205331_P7_L0.png,H1_205331,5f31c679ef176cf3bbf535c911f50d800f8fb10cac4ffa66444c5c044f9c8b48
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_205576_P1_L0.png,H1_205576_P1_L0.png,H1_205576,7c1a37487c8649376276480ea5845979d465747246cc7e4e74cfdb710c0c0273
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_206207_P1_L0.png,H1_206207_P1_L0.png,H1_206207,6c6b2fd389ea95825b1aeae6c7ac665bff16cc05c7f1e3f22744c2136f223b9c
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_206462_P10_L0.png,H1_206462_P10_L0.png,H1_206462,2c75c1556e1f7469651ac1f4da4ca00f47266c4f21bc84905ed5950047d0b74d
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_210942_P1_L0.png,H1_210942_P1_L0.png,H1_210942,dbc2e11a6afbb08a70338ee4d000291b14f7332ee07caeeafee855c21271aaf1
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_211898_P1_L0.png,H1_211898_P1_L0.png,H1_211898,a17c2bcbcbb67bcf6e5b7af8dce3d1fe308e3d4f95126d992a519fb5701068e3
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_220311_P1_L0.png,H1_220311_P1_L0.png,H1_220311,8ea69690a5fb7992e40e919d91e5a351c7409e9f64903f879dba0dab5fc194b5
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_220327_P2_L0.png,H1_220327_P2_L0.png,H1_220327,fc90771d37163aaa05756840d2c805f227f55271e2f08bf9172cebdb95482450
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_221781_P1_L0.png,H1_221781_P1_L0.png,H1_221781,13f335e2e3e0301e323356204cf1d994102e0aa2fa01078b0c629f6492c1c8f8
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_223650_P1_L0.png,H1_223650_P1_L0.png,H1_223650,ef8dcf4dbaec6c425e700f163a4c2195645939bfa5b7328056ef910734677dfb
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_224407_P1_L0.png,H1_224407_P1_L0.png,H1_224407,41052c44dfa4376fc57e4fdeffa94fc2614021c6c2ef85e4b2e2908b8a976fbb
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_225674_P1_L0.png,H1_225674_P1_L0.png,H1_225674,cc2687de52128d18def4fc957cb1dd967a58dc5cc8b887e8a80b27054c021bb4
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_234983_P12_L0.png,H1_234983_P12_L0.png,H1_234983,d1108465aa7fcc4e018cbebac7b586ee05a8a971784dabb3088e8ee81fada9bf
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_241025_P11_L0.png,H1_241025_P11_L0.png,H1_241025,e73704b091bffd9079f07398b9e6011f95aefbd3152adde2aaddb6484a4967d9
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_243110_P1_L0.png,H1_243110_P1_L0.png,H1_243110,84692e9da2e6df97fdc878b71beaeaf00e5760381f4c05686f4053e3b6994f6f
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_243384_P2_L0.png,H1_243384_P2_L0.png,H1_243384,ecf0d936b0606a494d398fafc4ff9f2a11dc114cec6e1a2fb8cbe47d4e20edb1
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_244936_P1_L0.png,H1_244936_P1_L0.png,H1_244936,06a0a14245ef7f3d6bd278da2ebbdebef51fa60db6cd18553106e99627d9cb2d
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_250058_P1_L0.png,H1_250058_P1_L0.png,H1_250058,19699426d6466a027066be8e256e9b33ed5624260de7399719c6c224ce7666fe
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_251224_P3_L0.png,H1_251224_P3_L0.png,H1_251224,a126a4a2f177278e5b180e34b6563279f2680ae89ef3b094a07b7a63515b6caa
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_251468_P2_L0.png,H1_251468_P2_L0.png,H1_251468,c8991163a144f1391b7bf9566cd5832a3a920b7f9143a2ab84acef17c89a5c41
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_251524_P6_L0.png,H1_251524_P6_L0.png,H1_251524,5287198ec8557cf9fc5dd1e362e906d9c62a5d28e33fedb724441643b2e8ce48
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_251614_P2_L0.png,H1_251614_P2_L0.png,H1_251614,e845f785f317db32e05504c1cd014b4d76ad3306e51c9648e1fc609abc41acf1
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_253791_P1_L0.png,H1_253791_P1_L0.png,H1_253791,b0687a40d0fab142fed1f23bb62f08a06b38e9e2a90a22e52e59b3479dc6bd37
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_254143_P3_L0.png,H1_254143_P3_L0.png,H1_254143,af190183d8758afe9a3c700eebcf42a0fd7e8054bec933679597b1982e98bc1b
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_254301_P1_L0.png,H1_254301_P1_L0.png,H1_254301,5ff6eb052d4634d2b19ba4b4915c51020ca3b33cdd6d3c750f6692e7610d6196
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_254449_P3_L0.png,H1_254449_P3_L0.png,H1_254449,c5eb223e275e7000016bc5a590629a96ef01e65730dbd798334ad2af08b67e7e
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_254481_P6_L0.png,H1_254481_P6_L0.png,H1_254481,a7d921f5bb175e3e7907a62fb55f58289413ecd23519bd640cb66dcc775d903b
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_254687_P5_L0.png,H1_254687_P5_L0.png,H1_254687,571b1e63221baf9578ab212ea47d8fc3922fd0386356fa35f4dbbb730d43fd56
aihub,train,1,Training/01.원천데이터/TS_아토피_정면/H1_254700_P3_L0.png,H1_254700_P3_L0.png,H1_254700,bea5f48d936f644cc40cc089cdcbb4612364d9cf514b90752814c22f1a3e2ba3
